"Date","City","Type","Observations"
"2023-03-31","Otago and South/ Mid Canterbury","Total","1078"
"2023-03-31","Southland/ Central Otago","Sentences",""
"2023-03-31","Southland/ Central Otago","Orders",""
"2023-03-31","Southland/ Central Otago","Total",""
"2023-03-31","Southland and Central/ South Otago","Sentences","700"
"2023-03-31","Southland and Central/ South Otago","Orders","151"
"2023-03-31","Southland and Central/ South Otago","Total","851"
"2023-03-31","Taitokerau","Sentences","1549"
"2023-03-31","Taitokerau","Orders","359"
"2023-03-31","Taitokerau","Total","1908"
"2023-03-31","Taupo/ Rotorua","Sentences","1548"
"2023-03-31","Taupo/ Rotorua","Orders","410"
"2023-03-31","Taupo/ Rotorua","Total","1958"
"2023-03-31","Waikato","Sentences","2576"
"2023-03-31","Waikato","Orders","643"
"2023-03-31","Waikato","Total","3219"
"2023-03-31","Wairarapa/ Manawatu","Sentences","1108"
"2023-03-31","Wairarapa/ Manawatu","Orders","358"
"2023-03-31","Wairarapa/ Manawatu","Total","1466"
"2023-03-31","Waitemata","Sentences","2092"
"2023-03-31","Waitemata","Orders","327"
"2023-03-31","Waitemata","Total","2419"
"2023-03-31","Wellington","Sentences","1544"
"2023-03-31","Wellington","Orders","343"
"2023-03-31","Wellington","Total","1887"
"2023-03-31","Whanganui/ Taranaki","Sentences","1120"
"2023-03-31","Whanganui/ Taranaki","Orders","308"
"2023-03-31","Whanganui/ Taranaki","Total","1428"
"2023-03-31","Other","Sentences",""
"2023-03-31","Other","Orders",""
"2023-03-31","Other","Total",""
"2023-03-31","Auckland Region","Sentences",""
"2023-03-31","Auckland Region","Orders",""
"2023-03-31","Auckland Region","Total",""
"2023-03-31","Bay of Plenty Region","Sentences",""
"2023-03-31","Bay of Plenty Region","Orders",""
"2023-03-31","Bay of Plenty Region","Total",""
"2023-03-31","Canterbury Region","Sentences",""
"2023-03-31","Canterbury Region","Orders",""
"2023-03-31","Canterbury Region","Total",""
"2023-03-31","East Coast Region","Sentences",""
"2023-03-31","East Coast Region","Orders",""
"2023-03-31","East Coast Region","Total",""
"2023-03-31","Manukau Region","Sentences",""
"2023-03-31","Manukau Region","Orders",""
"2023-03-31","Manukau Region","Total",""
"2023-03-31","Nelson / Marlborough / West Coast Region","Sentences",""
"2023-03-31","Nelson / Marlborough / West Coast Region","Orders",""
"2023-03-31","Nelson / Marlborough / West Coast Region","Total",""
"2023-03-31","Northland Region","Sentences",""
"2023-03-31","Northland Region","Orders",""
"2023-03-31","Northland Region","Total",""
"2023-03-31","Otago / Southland Region","Sentences",""
"2023-03-31","Otago / Southland Region","Orders",""
"2023-03-31","Otago / Southland Region","Total",""
"2023-03-31","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2023-03-31","Taranaki / Whanganui / Manawatu Region","Orders",""
"2023-03-31","Taranaki / Whanganui / Manawatu Region","Total",""
"2023-03-31","Waikato Region","Sentences",""
"2023-03-31","Waikato Region","Orders",""
"2023-03-31","Waikato Region","Total",""
"2023-03-31","Wellington Region","Sentences",""
"2023-03-31","Wellington Region","Orders",""
"2023-03-31","Wellington Region","Total",""
"2023-06-30","Auckland","Sentences","2247"
"2023-06-30","Auckland","Orders","553"
"2023-06-30","Auckland","Total","2800"
"2023-06-30","Bay of Plenty","Sentences","1835"
"2023-06-30","Bay of Plenty","Orders","403"
"2023-06-30","Bay of Plenty","Total","2238"
"2023-06-30","Canterbury","Sentences","2162"
"2023-06-30","Canterbury","Orders","622"
"2023-06-30","Canterbury","Total","2784"
"2023-06-30","East Coast","Sentences","1725"
"2023-06-30","East Coast","Orders","368"
"2023-06-30","East Coast","Total","2093"
"2023-06-30","Manukau","Sentences","3348"
"2023-06-30","Manukau","Orders","710"
"2023-06-30","Manukau","Total","4058"
"2023-06-30","Nelson/ West Coast","Sentences","1137"
"2023-06-30","Nelson/ West Coast","Orders","140"
"2023-06-30","Nelson/ West Coast","Total","1277"
"2023-06-30","Otago","Sentences",""
"2023-06-30","Otago","Orders",""
"2023-06-30","Otago","Total",""
"2023-06-30","Otago and South/ Mid Canterbury","Sentences","821"
"2023-06-30","Otago and South/ Mid Canterbury","Orders","240"
"2023-06-30","Otago and South/ Mid Canterbury","Total","1061"
"2023-06-30","Southland/ Central Otago","Sentences",""
"2023-06-30","Southland/ Central Otago","Orders",""
"2023-06-30","Southland/ Central Otago","Total",""
"2023-06-30","Southland and Central/ South Otago","Sentences","707"
"2023-06-30","Southland and Central/ South Otago","Orders","142"
"2023-06-30","Southland and Central/ South Otago","Total","849"
"2023-06-30","Taitokerau","Sentences","1521"
"2023-06-30","Taitokerau","Orders","347"
"2023-06-30","Taitokerau","Total","1868"
"2023-06-30","Taupo/ Rotorua","Sentences","1551"
"2023-06-30","Taupo/ Rotorua","Orders","427"
"2023-06-30","Taupo/ Rotorua","Total","1978"
"2023-06-30","Waikato","Sentences","2463"
"2023-06-30","Waikato","Orders","631"
"2023-06-30","Waikato","Total","3094"
"2023-06-30","Wairarapa/ Manawatu","Sentences","1108"
"2023-06-30","Wairarapa/ Manawatu","Orders","340"
"2023-06-30","Wairarapa/ Manawatu","Total","1448"
"2023-06-30","Waitemata","Sentences","2164"
"2023-06-30","Waitemata","Orders","353"
"2023-06-30","Waitemata","Total","2517"
"2023-06-30","Wellington","Sentences","1565"
"2023-06-30","Wellington","Orders","311"
"2023-06-30","Wellington","Total","1876"
"2023-06-30","Whanganui/ Taranaki","Sentences","1113"
"2023-06-30","Whanganui/ Taranaki","Orders","315"
"2023-06-30","Whanganui/ Taranaki","Total","1428"
"2023-06-30","Other","Sentences",""
"2023-06-30","Other","Orders",""
"2023-06-30","Other","Total",""
"2023-06-30","Auckland Region","Sentences",""
"2023-06-30","Auckland Region","Orders",""
"2023-06-30","Auckland Region","Total",""
"2023-06-30","Bay of Plenty Region","Sentences",""
"2023-06-30","Bay of Plenty Region","Orders",""
"2023-06-30","Bay of Plenty Region","Total",""
"2023-06-30","Canterbury Region","Sentences",""
"2023-06-30","Canterbury Region","Orders",""
"2023-06-30","Canterbury Region","Total",""
"2023-06-30","East Coast Region","Sentences",""
"2023-06-30","East Coast Region","Orders",""
"2023-06-30","East Coast Region","Total",""
"2023-06-30","Manukau Region","Sentences",""
"2023-06-30","Manukau Region","Orders",""
"2023-06-30","Manukau Region","Total",""
"2023-06-30","Nelson / Marlborough / West Coast Region","Sentences",""
"2023-06-30","Nelson / Marlborough / West Coast Region","Orders",""
"2023-06-30","Nelson / Marlborough / West Coast Region","Total",""
"2023-06-30","Northland Region","Sentences",""
"2023-06-30","Northland Region","Orders",""
"2023-06-30","Northland Region","Total",""
"2023-06-30","Otago / Southland Region","Sentences",""
"2023-06-30","Otago / Southland Region","Orders",""
"2023-06-30","Otago / Southland Region","Total",""
"2023-06-30","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2023-06-30","Taranaki / Whanganui / Manawatu Region","Orders",""
"2023-06-30","Taranaki / Whanganui / Manawatu Region","Total",""
"2023-06-30","Waikato Region","Sentences",""
"2023-06-30","Waikato Region","Orders",""
"2023-06-30","Waikato Region","Total",""
"2023-06-30","Wellington Region","Sentences",""
"2023-06-30","Wellington Region","Orders",""
"2023-06-30","Wellington Region","Total",""
"2023-09-30","Auckland","Sentences","2161"
"2023-09-30","Auckland","Orders","526"
"2023-09-30","Auckland","Total","2687"
"2023-09-30","Bay of Plenty","Sentences","1888"
"2023-09-30","Bay of Plenty","Orders","392"
"2023-09-30","Bay of Plenty","Total","2280"
"2023-09-30","Canterbury","Sentences","2186"
"2023-09-30","Canterbury","Orders","600"
"2023-09-30","Canterbury","Total","2786"
"2023-09-30","East Coast","Sentences","1836"
"2023-09-30","East Coast","Orders","385"
"2023-09-30","East Coast","Total","2221"
"2023-09-30","Manukau","Sentences","3312"
"2023-09-30","Manukau","Orders","730"
"2023-09-30","Manukau","Total","4042"
"2023-09-30","Nelson/ West Coast","Sentences","1129"
"2023-09-30","Nelson/ West Coast","Orders","138"
"2023-09-30","Nelson/ West Coast","Total","1267"
"2023-09-30","Otago","Sentences",""
"2023-09-30","Otago","Orders",""
"2023-09-30","Otago","Total",""
"2023-09-30","Otago and South/ Mid Canterbury","Sentences","942"
"2023-09-30","Otago and South/ Mid Canterbury","Orders","244"
"2023-09-30","Otago and South/ Mid Canterbury","Total","1186"
"2023-09-30","Southland/ Central Otago","Sentences",""
"2023-09-30","Southland/ Central Otago","Orders",""
"2023-09-30","Southland/ Central Otago","Total",""
"2023-09-30","Southland and Central/ South Otago","Sentences","658"
"2023-09-30","Southland and Central/ South Otago","Orders","143"
"2023-09-30","Southland and Central/ South Otago","Total","801"
"2023-09-30","Taitokerau","Sentences","1468"
"2023-09-30","Taitokerau","Orders","378"
"2023-09-30","Taitokerau","Total","1846"
"2023-09-30","Taupo/ Rotorua","Sentences","1507"
"2023-09-30","Taupo/ Rotorua","Orders","417"
"2023-09-30","Taupo/ Rotorua","Total","1924"
"2023-09-30","Waikato","Sentences","2463"
"2023-09-30","Waikato","Orders","624"
"2023-09-30","Waikato","Total","3087"
"2023-09-30","Wairarapa/ Manawatu","Sentences","1161"
"2023-09-30","Wairarapa/ Manawatu","Orders","319"
"2023-09-30","Wairarapa/ Manawatu","Total","1480"
"2023-09-30","Waitemata","Sentences","2125"
"2023-09-30","Waitemata","Orders","342"
"2023-09-30","Waitemata","Total","2467"
"2023-09-30","Wellington","Sentences","1606"
"2023-09-30","Wellington","Orders","321"
"2023-09-30","Wellington","Total","1927"
"2023-09-30","Whanganui/ Taranaki","Sentences","1112"
"2023-09-30","Whanganui/ Taranaki","Orders","325"
"2023-09-30","Whanganui/ Taranaki","Total","1437"
"2023-09-30","Other","Sentences",""
"2023-09-30","Other","Orders",""
"2023-09-30","Other","Total",""
"2023-09-30","Auckland Region","Sentences",""
"2023-09-30","Auckland Region","Orders",""
"2023-09-30","Auckland Region","Total",""
"2023-09-30","Bay of Plenty Region","Sentences",""
"2023-09-30","Bay of Plenty Region","Orders",""
"2023-09-30","Bay of Plenty Region","Total",""
"2023-09-30","Canterbury Region","Sentences",""
"2023-09-30","Canterbury Region","Orders",""
"2023-09-30","Canterbury Region","Total",""
"2023-09-30","East Coast Region","Sentences",""
"2023-09-30","East Coast Region","Orders",""
"2023-09-30","East Coast Region","Total",""
"2023-09-30","Manukau Region","Sentences",""
"2023-09-30","Manukau Region","Orders",""
"2023-09-30","Manukau Region","Total",""
"2023-09-30","Nelson / Marlborough / West Coast Region","Sentences",""
"2023-09-30","Nelson / Marlborough / West Coast Region","Orders",""
"2023-09-30","Nelson / Marlborough / West Coast Region","Total",""
"2023-09-30","Northland Region","Sentences",""
"2023-09-30","Northland Region","Orders",""
"2023-09-30","Northland Region","Total",""
"2023-09-30","Otago / Southland Region","Sentences",""
"2023-09-30","Otago / Southland Region","Orders",""
"2023-09-30","Otago / Southland Region","Total",""
"2023-09-30","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2023-09-30","Taranaki / Whanganui / Manawatu Region","Orders",""
"2023-09-30","Taranaki / Whanganui / Manawatu Region","Total",""
"2023-09-30","Waikato Region","Sentences",""
"2023-09-30","Waikato Region","Orders",""
"2023-09-30","Waikato Region","Total",""
"2023-09-30","Wellington Region","Sentences",""
"2023-09-30","Wellington Region","Orders",""
"2023-09-30","Wellington Region","Total",""
"2023-12-31","Auckland","Sentences","2100"
"2023-12-31","Auckland","Orders","535"
"2023-12-31","Auckland","Total","2635"
"2023-12-31","Bay of Plenty","Sentences","1795"
"2023-12-31","Bay of Plenty","Orders","353"
"2023-12-31","Bay of Plenty","Total","2148"
"2023-12-31","Canterbury","Sentences","2005"
"2023-12-31","Canterbury","Orders","603"
"2023-12-31","Canterbury","Total","2608"
"2023-12-31","East Coast","Sentences","1862"
"2023-12-31","East Coast","Orders","421"
"2023-12-31","East Coast","Total","2283"
"2023-12-31","Manukau","Sentences","3239"
"2023-12-31","Manukau","Orders","754"
"2023-12-31","Manukau","Total","3993"
"2023-12-31","Nelson/ West Coast","Sentences","1079"
"2023-12-31","Nelson/ West Coast","Orders","150"
"2023-12-31","Nelson/ West Coast","Total","1229"
"2023-12-31","Otago","Sentences",""
"2023-12-31","Otago","Orders",""
"2023-12-31","Otago","Total",""
"2023-12-31","Otago and South/ Mid Canterbury","Sentences","916"
"2023-12-31","Otago and South/ Mid Canterbury","Orders","244"
"2023-12-31","Otago and South/ Mid Canterbury","Total","1160"
"2023-12-31","Southland/ Central Otago","Sentences",""
"2023-12-31","Southland/ Central Otago","Orders",""
"2023-12-31","Southland/ Central Otago","Total",""
"2023-12-31","Southland and Central/ South Otago","Sentences","693"
"2023-12-31","Southland and Central/ South Otago","Orders","170"
"2023-12-31","Southland and Central/ South Otago","Total","863"
"2023-12-31","Taitokerau","Sentences","1428"
"2023-12-31","Taitokerau","Orders","367"
"2023-12-31","Taitokerau","Total","1795"
"2023-12-31","Taupo/ Rotorua","Sentences","1468"
"2023-12-31","Taupo/ Rotorua","Orders","439"
"2023-12-31","Taupo/ Rotorua","Total","1907"
"2023-12-31","Waikato","Sentences","2464"
"2023-12-31","Waikato","Orders","661"
"2023-12-31","Waikato","Total","3125"
"2023-12-31","Wairarapa/ Manawatu","Sentences","1126"
"2023-12-31","Wairarapa/ Manawatu","Orders","337"
"2023-12-31","Wairarapa/ Manawatu","Total","1463"
"2023-12-31","Waitemata","Sentences","2045"
"2023-12-31","Waitemata","Orders","356"
"2023-12-31","Waitemata","Total","2401"
"2023-12-31","Wellington","Sentences","1552"
"2023-12-31","Wellington","Orders","321"
"2023-12-31","Wellington","Total","1873"
"2023-12-31","Whanganui/ Taranaki","Sentences","1096"
"2023-12-31","Whanganui/ Taranaki","Orders","320"
"2023-12-31","Whanganui/ Taranaki","Total","1416"
"2023-12-31","Other","Sentences",""
"2023-12-31","Other","Orders",""
"2023-12-31","Other","Total",""
"2023-12-31","Auckland Region","Sentences",""
"2023-12-31","Auckland Region","Orders",""
"2023-12-31","Auckland Region","Total",""
"2023-12-31","Bay of Plenty Region","Sentences",""
"2023-12-31","Bay of Plenty Region","Orders",""
"2023-12-31","Bay of Plenty Region","Total",""
"2023-12-31","Canterbury Region","Sentences",""
"2023-12-31","Canterbury Region","Orders",""
"2023-12-31","Canterbury Region","Total",""
"2023-12-31","East Coast Region","Sentences",""
"2023-12-31","East Coast Region","Orders",""
"2023-12-31","East Coast Region","Total",""
"2023-12-31","Manukau Region","Sentences",""
"2023-12-31","Manukau Region","Orders",""
"2023-12-31","Manukau Region","Total",""
"2023-12-31","Nelson / Marlborough / West Coast Region","Sentences",""
"2023-12-31","Nelson / Marlborough / West Coast Region","Orders",""
"2023-12-31","Nelson / Marlborough / West Coast Region","Total",""
"2023-12-31","Northland Region","Sentences",""
"2023-12-31","Northland Region","Orders",""
"2023-12-31","Northland Region","Total",""
"2023-12-31","Otago / Southland Region","Sentences",""
"2023-12-31","Otago / Southland Region","Orders",""
"2023-12-31","Otago / Southland Region","Total",""
"2023-12-31","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2023-12-31","Taranaki / Whanganui / Manawatu Region","Orders",""
"2023-12-31","Taranaki / Whanganui / Manawatu Region","Total",""
"2023-12-31","Waikato Region","Sentences",""
"2023-12-31","Waikato Region","Orders",""
"2023-12-31","Waikato Region","Total",""
"2023-12-31","Wellington Region","Sentences",""
"2023-12-31","Wellington Region","Orders",""
"2023-12-31","Wellington Region","Total",""
"2024-03-31","Auckland","Sentences",""
"2024-03-31","Auckland","Orders",""
"2024-03-31","Auckland","Total",""
"2024-03-31","Bay of Plenty","Sentences",""
"2024-03-31","Bay of Plenty","Orders",""
"2024-03-31","Bay of Plenty","Total",""
"2024-03-31","Canterbury","Sentences",""
"2024-03-31","Canterbury","Orders",""
"2024-03-31","Canterbury","Total",""
"2024-03-31","East Coast","Sentences",""
"2024-03-31","East Coast","Orders",""
"2024-03-31","East Coast","Total",""
"2024-03-31","Manukau","Sentences",""
"2024-03-31","Manukau","Orders",""
"2024-03-31","Manukau","Total",""
"2024-03-31","Nelson/ West Coast","Sentences",""
"2024-03-31","Nelson/ West Coast","Orders",""
"2024-03-31","Nelson/ West Coast","Total",""
"2024-03-31","Otago","Sentences",""
"2024-03-31","Otago","Orders",""
"2024-03-31","Otago","Total",""
"2024-03-31","Otago and South/ Mid Canterbury","Sentences",""
"2024-03-31","Otago and South/ Mid Canterbury","Orders",""
"2024-03-31","Otago and South/ Mid Canterbury","Total",""
"2024-03-31","Southland/ Central Otago","Sentences",""
"2024-03-31","Southland/ Central Otago","Orders",""
"2024-03-31","Southland/ Central Otago","Total",""
"2024-03-31","Southland and Central/ South Otago","Sentences",""
"2024-03-31","Southland and Central/ South Otago","Orders",""
"2024-03-31","Southland and Central/ South Otago","Total",""
"2024-03-31","Taitokerau","Sentences",""
"2024-03-31","Taitokerau","Orders",""
"2024-03-31","Taitokerau","Total",""
"2024-03-31","Taupo/ Rotorua","Sentences",""
"2024-03-31","Taupo/ Rotorua","Orders",""
"2024-03-31","Taupo/ Rotorua","Total",""
"2024-03-31","Waikato","Sentences",""
"2024-03-31","Waikato","Orders",""
"2024-03-31","Waikato","Total",""
"2024-03-31","Wairarapa/ Manawatu","Sentences",""
"2024-03-31","Wairarapa/ Manawatu","Orders",""
"2024-03-31","Wairarapa/ Manawatu","Total",""
"2024-03-31","Waitemata","Sentences",""
"2024-03-31","Waitemata","Orders",""
"2024-03-31","Waitemata","Total",""
"2024-03-31","Wellington","Sentences",""
"2024-03-31","Wellington","Orders",""
"2024-03-31","Wellington","Total",""
"2024-03-31","Whanganui/ Taranaki","Sentences",""
"2024-03-31","Whanganui/ Taranaki","Orders",""
"2024-03-31","Whanganui/ Taranaki","Total",""
"2024-03-31","Other","Sentences",""
"2024-03-31","Other","Orders",""
"2024-03-31","Other","Total",""
"2024-03-31","Auckland Region","Sentences","4120"
"2024-03-31","Auckland Region","Orders","873"
"2024-03-31","Auckland Region","Total","4993"
"2024-03-31","Bay of Plenty Region","Sentences","2590"
"2024-03-31","Bay of Plenty Region","Orders","605"
"2024-03-31","Bay of Plenty Region","Total","3195"
"2024-03-31","Canterbury Region","Sentences","2163"
"2024-03-31","Canterbury Region","Orders","682"
"2024-03-31","Canterbury Region","Total","2845"
"2024-03-31","East Coast Region","Sentences","1826"
"2024-03-31","East Coast Region","Orders","437"
"2024-03-31","East Coast Region","Total","2263"
"2024-03-31","Manukau Region","Sentences","3186"
"2024-03-31","Manukau Region","Orders","806"
"2024-03-31","Manukau Region","Total","3992"
"2024-03-31","Nelson / Marlborough / West Coast Region","Sentences","981"
"2024-03-31","Nelson / Marlborough / West Coast Region","Orders","162"
"2024-03-31","Nelson / Marlborough / West Coast Region","Total","1143"
"2024-03-31","Northland Region","Sentences","1336"
"2024-03-31","Northland Region","Orders","341"
"2024-03-31","Northland Region","Total","1677"
"2024-03-31","Otago / Southland Region","Sentences","1443"
"2024-03-31","Otago / Southland Region","Orders","393"
"2024-03-31","Otago / Southland Region","Total","1836"
"2024-03-31","Taranaki / Whanganui / Manawatu Region","Sentences","1909"
"2024-03-31","Taranaki / Whanganui / Manawatu Region","Orders","600"
"2024-03-31","Taranaki / Whanganui / Manawatu Region","Total","2509"
"2024-03-31","Waikato Region","Sentences","3077"
"2024-03-31","Waikato Region","Orders","854"
"2024-03-31","Waikato Region","Total","3931"
"2024-03-31","Wellington Region","Sentences","1841"
"2024-03-31","Wellington Region","Orders","375"
"2024-03-31","Wellington Region","Total","2216"
