"Date","City","Type","Observations"
"2019-09-30","Canterbury Region","Total",""
"2019-09-30","East Coast Region","Sentences",""
"2019-09-30","East Coast Region","Orders",""
"2019-09-30","East Coast Region","Total",""
"2019-09-30","Manukau Region","Sentences",""
"2019-09-30","Manukau Region","Orders",""
"2019-09-30","Manukau Region","Total",""
"2019-09-30","Nelson / Marlborough / West Coast Region","Sentences",""
"2019-09-30","Nelson / Marlborough / West Coast Region","Orders",""
"2019-09-30","Nelson / Marlborough / West Coast Region","Total",""
"2019-09-30","Northland Region","Sentences",""
"2019-09-30","Northland Region","Orders",""
"2019-09-30","Northland Region","Total",""
"2019-09-30","Otago / Southland Region","Sentences",""
"2019-09-30","Otago / Southland Region","Orders",""
"2019-09-30","Otago / Southland Region","Total",""
"2019-09-30","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2019-09-30","Taranaki / Whanganui / Manawatu Region","Orders",""
"2019-09-30","Taranaki / Whanganui / Manawatu Region","Total",""
"2019-09-30","Waikato Region","Sentences",""
"2019-09-30","Waikato Region","Orders",""
"2019-09-30","Waikato Region","Total",""
"2019-09-30","Wellington Region","Sentences",""
"2019-09-30","Wellington Region","Orders",""
"2019-09-30","Wellington Region","Total",""
"2019-12-31","Auckland","Sentences","1987"
"2019-12-31","Auckland","Orders","637"
"2019-12-31","Auckland","Total","2624"
"2019-12-31","Bay of Plenty","Sentences","1543"
"2019-12-31","Bay of Plenty","Orders","399"
"2019-12-31","Bay of Plenty","Total","1942"
"2019-12-31","Canterbury","Sentences","2451"
"2019-12-31","Canterbury","Orders","682"
"2019-12-31","Canterbury","Total","3133"
"2019-12-31","East Coast","Sentences","1965"
"2019-12-31","East Coast","Orders","485"
"2019-12-31","East Coast","Total","2450"
"2019-12-31","Manukau","Sentences","3458"
"2019-12-31","Manukau","Orders","970"
"2019-12-31","Manukau","Total","4428"
"2019-12-31","Nelson/ West Coast","Sentences","1024"
"2019-12-31","Nelson/ West Coast","Orders","167"
"2019-12-31","Nelson/ West Coast","Total","1191"
"2019-12-31","Otago","Sentences","972"
"2019-12-31","Otago","Orders","279"
"2019-12-31","Otago","Total","1251"
"2019-12-31","Otago and South/ Mid Canterbury","Sentences",""
"2019-12-31","Otago and South/ Mid Canterbury","Orders",""
"2019-12-31","Otago and South/ Mid Canterbury","Total",""
"2019-12-31","Southland/ Central Otago","Sentences","704"
"2019-12-31","Southland/ Central Otago","Orders","169"
"2019-12-31","Southland/ Central Otago","Total","873"
"2019-12-31","Southland and Central/ South Otago","Sentences",""
"2019-12-31","Southland and Central/ South Otago","Orders",""
"2019-12-31","Southland and Central/ South Otago","Total",""
"2019-12-31","Taitokerau","Sentences","1574"
"2019-12-31","Taitokerau","Orders","509"
"2019-12-31","Taitokerau","Total","2083"
"2019-12-31","Taupo/ Rotorua","Sentences","1461"
"2019-12-31","Taupo/ Rotorua","Orders","449"
"2019-12-31","Taupo/ Rotorua","Total","1910"
"2019-12-31","Waikato","Sentences","2782"
"2019-12-31","Waikato","Orders","850"
"2019-12-31","Waikato","Total","3632"
"2019-12-31","Wairarapa/ Manawatu","Sentences","1578"
"2019-12-31","Wairarapa/ Manawatu","Orders","418"
"2019-12-31","Wairarapa/ Manawatu","Total","1996"
"2019-12-31","Waitemata","Sentences","2302"
"2019-12-31","Waitemata","Orders","543"
"2019-12-31","Waitemata","Total","2845"
"2019-12-31","Wellington","Sentences","1837"
"2019-12-31","Wellington","Orders","444"
"2019-12-31","Wellington","Total","2281"
"2019-12-31","Whanganui/ Taranaki","Sentences","1238"
"2019-12-31","Whanganui/ Taranaki","Orders","392"
"2019-12-31","Whanganui/ Taranaki","Total","1630"
"2019-12-31","Other","Sentences",""
"2019-12-31","Other","Orders",""
"2019-12-31","Other","Total",""
"2019-12-31","Auckland Region","Sentences",""
"2019-12-31","Auckland Region","Orders",""
"2019-12-31","Auckland Region","Total",""
"2019-12-31","Bay of Plenty Region","Sentences",""
"2019-12-31","Bay of Plenty Region","Orders",""
"2019-12-31","Bay of Plenty Region","Total",""
"2019-12-31","Canterbury Region","Sentences",""
"2019-12-31","Canterbury Region","Orders",""
"2019-12-31","Canterbury Region","Total",""
"2019-12-31","East Coast Region","Sentences",""
"2019-12-31","East Coast Region","Orders",""
"2019-12-31","East Coast Region","Total",""
"2019-12-31","Manukau Region","Sentences",""
"2019-12-31","Manukau Region","Orders",""
"2019-12-31","Manukau Region","Total",""
"2019-12-31","Nelson / Marlborough / West Coast Region","Sentences",""
"2019-12-31","Nelson / Marlborough / West Coast Region","Orders",""
"2019-12-31","Nelson / Marlborough / West Coast Region","Total",""
"2019-12-31","Northland Region","Sentences",""
"2019-12-31","Northland Region","Orders",""
"2019-12-31","Northland Region","Total",""
"2019-12-31","Otago / Southland Region","Sentences",""
"2019-12-31","Otago / Southland Region","Orders",""
"2019-12-31","Otago / Southland Region","Total",""
"2019-12-31","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2019-12-31","Taranaki / Whanganui / Manawatu Region","Orders",""
"2019-12-31","Taranaki / Whanganui / Manawatu Region","Total",""
"2019-12-31","Waikato Region","Sentences",""
"2019-12-31","Waikato Region","Orders",""
"2019-12-31","Waikato Region","Total",""
"2019-12-31","Wellington Region","Sentences",""
"2019-12-31","Wellington Region","Orders",""
"2019-12-31","Wellington Region","Total",""
"2020-03-31","Auckland","Sentences","1910"
"2020-03-31","Auckland","Orders","622"
"2020-03-31","Auckland","Total","2532"
"2020-03-31","Bay of Plenty","Sentences","1452"
"2020-03-31","Bay of Plenty","Orders","406"
"2020-03-31","Bay of Plenty","Total","1858"
"2020-03-31","Canterbury","Sentences","2493"
"2020-03-31","Canterbury","Orders","722"
"2020-03-31","Canterbury","Total","3215"
"2020-03-31","East Coast","Sentences","1917"
"2020-03-31","East Coast","Orders","512"
"2020-03-31","East Coast","Total","2429"
"2020-03-31","Manukau","Sentences","3255"
"2020-03-31","Manukau","Orders","950"
"2020-03-31","Manukau","Total","4205"
"2020-03-31","Nelson/ West Coast","Sentences","1011"
"2020-03-31","Nelson/ West Coast","Orders","155"
"2020-03-31","Nelson/ West Coast","Total","1166"
"2020-03-31","Otago","Sentences","910"
"2020-03-31","Otago","Orders","262"
"2020-03-31","Otago","Total","1172"
"2020-03-31","Otago and South/ Mid Canterbury","Sentences",""
"2020-03-31","Otago and South/ Mid Canterbury","Orders",""
"2020-03-31","Otago and South/ Mid Canterbury","Total",""
"2020-03-31","Southland/ Central Otago","Sentences","678"
"2020-03-31","Southland/ Central Otago","Orders","181"
"2020-03-31","Southland/ Central Otago","Total","859"
"2020-03-31","Southland and Central/ South Otago","Sentences",""
"2020-03-31","Southland and Central/ South Otago","Orders",""
"2020-03-31","Southland and Central/ South Otago","Total",""
"2020-03-31","Taitokerau","Sentences","1603"
"2020-03-31","Taitokerau","Orders","512"
"2020-03-31","Taitokerau","Total","2115"
"2020-03-31","Taupo/ Rotorua","Sentences","1368"
"2020-03-31","Taupo/ Rotorua","Orders","458"
"2020-03-31","Taupo/ Rotorua","Total","1826"
"2020-03-31","Waikato","Sentences","2682"
"2020-03-31","Waikato","Orders","834"
"2020-03-31","Waikato","Total","3516"
"2020-03-31","Wairarapa/ Manawatu","Sentences","1505"
"2020-03-31","Wairarapa/ Manawatu","Orders","418"
"2020-03-31","Wairarapa/ Manawatu","Total","1923"
"2020-03-31","Waitemata","Sentences","2240"
"2020-03-31","Waitemata","Orders","580"
"2020-03-31","Waitemata","Total","2820"
"2020-03-31","Wellington","Sentences","1794"
"2020-03-31","Wellington","Orders","426"
"2020-03-31","Wellington","Total","2220"
"2020-03-31","Whanganui/ Taranaki","Sentences","1264"
"2020-03-31","Whanganui/ Taranaki","Orders","366"
"2020-03-31","Whanganui/ Taranaki","Total","1630"
"2020-03-31","Other","Sentences",""
"2020-03-31","Other","Orders",""
"2020-03-31","Other","Total",""
"2020-03-31","Auckland Region","Sentences",""
"2020-03-31","Auckland Region","Orders",""
"2020-03-31","Auckland Region","Total",""
"2020-03-31","Bay of Plenty Region","Sentences",""
"2020-03-31","Bay of Plenty Region","Orders",""
"2020-03-31","Bay of Plenty Region","Total",""
"2020-03-31","Canterbury Region","Sentences",""
"2020-03-31","Canterbury Region","Orders",""
"2020-03-31","Canterbury Region","Total",""
"2020-03-31","East Coast Region","Sentences",""
"2020-03-31","East Coast Region","Orders",""
"2020-03-31","East Coast Region","Total",""
"2020-03-31","Manukau Region","Sentences",""
"2020-03-31","Manukau Region","Orders",""
"2020-03-31","Manukau Region","Total",""
"2020-03-31","Nelson / Marlborough / West Coast Region","Sentences",""
"2020-03-31","Nelson / Marlborough / West Coast Region","Orders",""
"2020-03-31","Nelson / Marlborough / West Coast Region","Total",""
"2020-03-31","Northland Region","Sentences",""
"2020-03-31","Northland Region","Orders",""
"2020-03-31","Northland Region","Total",""
"2020-03-31","Otago / Southland Region","Sentences",""
"2020-03-31","Otago / Southland Region","Orders",""
"2020-03-31","Otago / Southland Region","Total",""
"2020-03-31","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2020-03-31","Taranaki / Whanganui / Manawatu Region","Orders",""
"2020-03-31","Taranaki / Whanganui / Manawatu Region","Total",""
"2020-03-31","Waikato Region","Sentences",""
"2020-03-31","Waikato Region","Orders",""
"2020-03-31","Waikato Region","Total",""
"2020-03-31","Wellington Region","Sentences",""
"2020-03-31","Wellington Region","Orders",""
"2020-03-31","Wellington Region","Total",""
"2020-06-30","Auckland","Sentences","1776"
"2020-06-30","Auckland","Orders","648"
"2020-06-30","Auckland","Total","2424"
"2020-06-30","Bay of Plenty","Sentences","1403"
"2020-06-30","Bay of Plenty","Orders","402"
"2020-06-30","Bay of Plenty","Total","1805"
"2020-06-30","Canterbury","Sentences","2335"
"2020-06-30","Canterbury","Orders","806"
"2020-06-30","Canterbury","Total","3141"
"2020-06-30","East Coast","Sentences","1776"
"2020-06-30","East Coast","Orders","508"
"2020-06-30","East Coast","Total","2284"
"2020-06-30","Manukau","Sentences","3123"
"2020-06-30","Manukau","Orders","931"
"2020-06-30","Manukau","Total","4054"
"2020-06-30","Nelson/ West Coast","Sentences","959"
"2020-06-30","Nelson/ West Coast","Orders","163"
"2020-06-30","Nelson/ West Coast","Total","1122"
"2020-06-30","Otago","Sentences","915"
"2020-06-30","Otago","Orders","287"
"2020-06-30","Otago","Total","1202"
"2020-06-30","Otago and South/ Mid Canterbury","Sentences",""
"2020-06-30","Otago and South/ Mid Canterbury","Orders",""
"2020-06-30","Otago and South/ Mid Canterbury","Total",""
"2020-06-30","Southland/ Central Otago","Sentences","636"
"2020-06-30","Southland/ Central Otago","Orders","175"
"2020-06-30","Southland/ Central Otago","Total","811"
"2020-06-30","Southland and Central/ South Otago","Sentences",""
"2020-06-30","Southland and Central/ South Otago","Orders",""
"2020-06-30","Southland and Central/ South Otago","Total",""
"2020-06-30","Taitokerau","Sentences","1573"
"2020-06-30","Taitokerau","Orders","489"
"2020-06-30","Taitokerau","Total","2062"
"2020-06-30","Taupo/ Rotorua","Sentences","1279"
"2020-06-30","Taupo/ Rotorua","Orders","468"
"2020-06-30","Taupo/ Rotorua","Total","1747"
"2020-06-30","Waikato","Sentences","2540"
"2020-06-30","Waikato","Orders","829"
"2020-06-30","Waikato","Total","3369"
"2020-06-30","Wairarapa/ Manawatu","Sentences","1393"
"2020-06-30","Wairarapa/ Manawatu","Orders","422"
"2020-06-30","Wairarapa/ Manawatu","Total","1815"
"2020-06-30","Waitemata","Sentences","2172"
"2020-06-30","Waitemata","Orders","521"
"2020-06-30","Waitemata","Total","2693"
"2020-06-30","Wellington","Sentences","1777"
"2020-06-30","Wellington","Orders","420"
"2020-06-30","Wellington","Total","2197"
"2020-06-30","Whanganui/ Taranaki","Sentences","1223"
"2020-06-30","Whanganui/ Taranaki","Orders","366"
"2020-06-30","Whanganui/ Taranaki","Total","1589"
"2020-06-30","Other","Sentences",""
"2020-06-30","Other","Orders",""
"2020-06-30","Other","Total",""
"2020-06-30","Auckland Region","Sentences",""
"2020-06-30","Auckland Region","Orders",""
"2020-06-30","Auckland Region","Total",""
"2020-06-30","Bay of Plenty Region","Sentences",""
"2020-06-30","Bay of Plenty Region","Orders",""
"2020-06-30","Bay of Plenty Region","Total",""
"2020-06-30","Canterbury Region","Sentences",""
"2020-06-30","Canterbury Region","Orders",""
"2020-06-30","Canterbury Region","Total",""
"2020-06-30","East Coast Region","Sentences",""
"2020-06-30","East Coast Region","Orders",""
"2020-06-30","East Coast Region","Total",""
"2020-06-30","Manukau Region","Sentences",""
"2020-06-30","Manukau Region","Orders",""
"2020-06-30","Manukau Region","Total",""
"2020-06-30","Nelson / Marlborough / West Coast Region","Sentences",""
"2020-06-30","Nelson / Marlborough / West Coast Region","Orders",""
"2020-06-30","Nelson / Marlborough / West Coast Region","Total",""
"2020-06-30","Northland Region","Sentences",""
"2020-06-30","Northland Region","Orders",""
"2020-06-30","Northland Region","Total",""
"2020-06-30","Otago / Southland Region","Sentences",""
"2020-06-30","Otago / Southland Region","Orders",""
"2020-06-30","Otago / Southland Region","Total",""
"2020-06-30","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2020-06-30","Taranaki / Whanganui / Manawatu Region","Orders",""
"2020-06-30","Taranaki / Whanganui / Manawatu Region","Total",""
"2020-06-30","Waikato Region","Sentences",""
"2020-06-30","Waikato Region","Orders",""
"2020-06-30","Waikato Region","Total",""
"2020-06-30","Wellington Region","Sentences",""
"2020-06-30","Wellington Region","Orders",""
"2020-06-30","Wellington Region","Total",""
"2020-09-30","Auckland","Sentences","2064"
"2020-09-30","Auckland","Orders","670"
"2020-09-30","Auckland","Total","2734"
"2020-09-30","Bay of Plenty","Sentences","1451"
"2020-09-30","Bay of Plenty","Orders","374"
"2020-09-30","Bay of Plenty","Total","1825"
"2020-09-30","Canterbury","Sentences","2589"
"2020-09-30","Canterbury","Orders","810"
"2020-09-30","Canterbury","Total","3399"
"2020-09-30","East Coast","Sentences","1956"
"2020-09-30","East Coast","Orders","521"
"2020-09-30","East Coast","Total","2477"
"2020-09-30","Manukau","Sentences","3262"
"2020-09-30","Manukau","Orders","949"
"2020-09-30","Manukau","Total","4211"
"2020-09-30","Nelson/ West Coast","Sentences","1134"
"2020-09-30","Nelson/ West Coast","Orders","154"
"2020-09-30","Nelson/ West Coast","Total","1288"
"2020-09-30","Otago","Sentences","1096"
"2020-09-30","Otago","Orders","304"
"2020-09-30","Otago","Total","1400"
"2020-09-30","Otago and South/ Mid Canterbury","Sentences",""
"2020-09-30","Otago and South/ Mid Canterbury","Orders",""
"2020-09-30","Otago and South/ Mid Canterbury","Total",""
"2020-09-30","Southland/ Central Otago","Sentences","670"
"2020-09-30","Southland/ Central Otago","Orders","175"
"2020-09-30","Southland/ Central Otago","Total","845"
"2020-09-30","Southland and Central/ South Otago","Sentences",""
"2020-09-30","Southland and Central/ South Otago","Orders",""
"2020-09-30","Southland and Central/ South Otago","Total",""
"2020-09-30","Taitokerau","Sentences","1686"
"2020-09-30","Taitokerau","Orders","502"
"2020-09-30","Taitokerau","Total","2188"
"2020-09-30","Taupo/ Rotorua","Sentences","1413"
"2020-09-30","Taupo/ Rotorua","Orders","477"
"2020-09-30","Taupo/ Rotorua","Total","1890"
"2020-09-30","Waikato","Sentences","2815"
"2020-09-30","Waikato","Orders","839"
"2020-09-30","Waikato","Total","3654"
"2020-09-30","Wairarapa/ Manawatu","Sentences","1449"
"2020-09-30","Wairarapa/ Manawatu","Orders","414"
"2020-09-30","Wairarapa/ Manawatu","Total","1863"
"2020-09-30","Waitemata","Sentences","2312"
"2020-09-30","Waitemata","Orders","515"
"2020-09-30","Waitemata","Total","2827"
"2020-09-30","Wellington","Sentences","1853"
"2020-09-30","Wellington","Orders","426"
"2020-09-30","Wellington","Total","2279"
"2020-09-30","Whanganui/ Taranaki","Sentences","1338"
"2020-09-30","Whanganui/ Taranaki","Orders","368"
"2020-09-30","Whanganui/ Taranaki","Total","1706"
"2020-09-30","Other","Sentences",""
"2020-09-30","Other","Orders",""
"2020-09-30","Other","Total",""
"2020-09-30","Auckland Region","Sentences",""
"2020-09-30","Auckland Region","Orders",""
"2020-09-30","Auckland Region","Total",""
"2020-09-30","Bay of Plenty Region","Sentences",""
"2020-09-30","Bay of Plenty Region","Orders",""
"2020-09-30","Bay of Plenty Region","Total",""
"2020-09-30","Canterbury Region","Sentences",""
"2020-09-30","Canterbury Region","Orders",""
"2020-09-30","Canterbury Region","Total",""
"2020-09-30","East Coast Region","Sentences",""
"2020-09-30","East Coast Region","Orders",""
"2020-09-30","East Coast Region","Total",""
"2020-09-30","Manukau Region","Sentences",""
"2020-09-30","Manukau Region","Orders",""
"2020-09-30","Manukau Region","Total",""
"2020-09-30","Nelson / Marlborough / West Coast Region","Sentences",""
"2020-09-30","Nelson / Marlborough / West Coast Region","Orders",""
"2020-09-30","Nelson / Marlborough / West Coast Region","Total",""
"2020-09-30","Northland Region","Sentences",""
"2020-09-30","Northland Region","Orders",""
"2020-09-30","Northland Region","Total",""
"2020-09-30","Otago / Southland Region","Sentences",""
"2020-09-30","Otago / Southland Region","Orders",""
"2020-09-30","Otago / Southland Region","Total",""
"2020-09-30","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2020-09-30","Taranaki / Whanganui / Manawatu Region","Orders",""
"2020-09-30","Taranaki / Whanganui / Manawatu Region","Total",""
"2020-09-30","Waikato Region","Sentences",""
"2020-09-30","Waikato Region","Orders",""
"2020-09-30","Waikato Region","Total",""
"2020-09-30","Wellington Region","Sentences",""
"2020-09-30","Wellington Region","Orders",""
"2020-09-30","Wellington Region","Total",""
"2020-12-31","Auckland","Sentences","2176"
"2020-12-31","Auckland","Orders","653"
"2020-12-31","Auckland","Total","2829"
"2020-12-31","Bay of Plenty","Sentences","1520"
"2020-12-31","Bay of Plenty","Orders","403"
"2020-12-31","Bay of Plenty","Total","1923"
"2020-12-31","Canterbury","Sentences","2599"
"2020-12-31","Canterbury","Orders","776"
"2020-12-31","Canterbury","Total","3375"
"2020-12-31","East Coast","Sentences","1933"
"2020-12-31","East Coast","Orders","507"
"2020-12-31","East Coast","Total","2440"
"2020-12-31","Manukau","Sentences","3310"
"2020-12-31","Manukau","Orders","930"
"2020-12-31","Manukau","Total","4240"
"2020-12-31","Nelson/ West Coast","Sentences","1136"
"2020-12-31","Nelson/ West Coast","Orders","153"
"2020-12-31","Nelson/ West Coast","Total","1289"
"2020-12-31","Otago","Sentences","1050"
"2020-12-31","Otago","Orders","315"
"2020-12-31","Otago","Total","1365"
"2020-12-31","Otago and South/ Mid Canterbury","Sentences",""
"2020-12-31","Otago and South/ Mid Canterbury","Orders",""
"2020-12-31","Otago and South/ Mid Canterbury","Total",""
"2020-12-31","Southland/ Central Otago","Sentences","659"
"2020-12-31","Southland/ Central Otago","Orders","184"
"2020-12-31","Southland/ Central Otago","Total","843"
"2020-12-31","Southland and Central/ South Otago","Sentences",""
"2020-12-31","Southland and Central/ South Otago","Orders",""
"2020-12-31","Southland and Central/ South Otago","Total",""
"2020-12-31","Taitokerau","Sentences","1566"
"2020-12-31","Taitokerau","Orders","519"
"2020-12-31","Taitokerau","Total","2085"
"2020-12-31","Taupo/ Rotorua","Sentences","1346"
"2020-12-31","Taupo/ Rotorua","Orders","454"
"2020-12-31","Taupo/ Rotorua","Total","1800"
"2020-12-31","Waikato","Sentences","2881"
"2020-12-31","Waikato","Orders","827"
"2020-12-31","Waikato","Total","3708"
"2020-12-31","Wairarapa/ Manawatu","Sentences","1493"
"2020-12-31","Wairarapa/ Manawatu","Orders","402"
"2020-12-31","Wairarapa/ Manawatu","Total","1895"
"2020-12-31","Waitemata","Sentences","2365"
"2020-12-31","Waitemata","Orders","464"
"2020-12-31","Waitemata","Total","2829"
"2020-12-31","Wellington","Sentences","1839"
"2020-12-31","Wellington","Orders","418"
"2020-12-31","Wellington","Total","2257"
"2020-12-31","Whanganui/ Taranaki","Sentences","1303"
"2020-12-31","Whanganui/ Taranaki","Orders","369"
"2020-12-31","Whanganui/ Taranaki","Total","1672"
"2020-12-31","Other","Sentences",""
"2020-12-31","Other","Orders",""
"2020-12-31","Other","Total",""
"2020-12-31","Auckland Region","Sentences",""
"2020-12-31","Auckland Region","Orders",""
"2020-12-31","Auckland Region","Total",""
"2020-12-31","Bay of Plenty Region","Sentences",""
"2020-12-31","Bay of Plenty Region","Orders",""
"2020-12-31","Bay of Plenty Region","Total",""
"2020-12-31","Canterbury Region","Sentences",""
"2020-12-31","Canterbury Region","Orders",""
"2020-12-31","Canterbury Region","Total",""
"2020-12-31","East Coast Region","Sentences",""
"2020-12-31","East Coast Region","Orders",""
"2020-12-31","East Coast Region","Total",""
"2020-12-31","Manukau Region","Sentences",""
"2020-12-31","Manukau Region","Orders",""
"2020-12-31","Manukau Region","Total",""
"2020-12-31","Nelson / Marlborough / West Coast Region","Sentences",""
"2020-12-31","Nelson / Marlborough / West Coast Region","Orders",""
"2020-12-31","Nelson / Marlborough / West Coast Region","Total",""
"2020-12-31","Northland Region","Sentences",""
"2020-12-31","Northland Region","Orders",""
"2020-12-31","Northland Region","Total",""
"2020-12-31","Otago / Southland Region","Sentences",""
"2020-12-31","Otago / Southland Region","Orders",""
"2020-12-31","Otago / Southland Region","Total",""
"2020-12-31","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2020-12-31","Taranaki / Whanganui / Manawatu Region","Orders",""
"2020-12-31","Taranaki / Whanganui / Manawatu Region","Total",""
"2020-12-31","Waikato Region","Sentences",""
"2020-12-31","Waikato Region","Orders",""
"2020-12-31","Waikato Region","Total",""
"2020-12-31","Wellington Region","Sentences",""
"2020-12-31","Wellington Region","Orders",""
"2020-12-31","Wellington Region","Total",""
"2021-03-31","Auckland","Sentences","2174"
"2021-03-31","Auckland","Orders","621"
"2021-03-31","Auckland","Total","2795"
"2021-03-31","Bay of Plenty","Sentences","1625"
"2021-03-31","Bay of Plenty","Orders","371"
"2021-03-31","Bay of Plenty","Total","1996"
"2021-03-31","Canterbury","Sentences","2658"
"2021-03-31","Canterbury","Orders","698"
"2021-03-31","Canterbury","Total","3356"
"2021-03-31","East Coast","Sentences","1960"
"2021-03-31","East Coast","Orders","470"
"2021-03-31","East Coast","Total","2430"
"2021-03-31","Manukau","Sentences","3291"
"2021-03-31","Manukau","Orders","895"
"2021-03-31","Manukau","Total","4186"
"2021-03-31","Nelson/ West Coast","Sentences","1159"
"2021-03-31","Nelson/ West Coast","Orders","158"
"2021-03-31","Nelson/ West Coast","Total","1317"
"2021-03-31","Otago","Sentences","931"
"2021-03-31","Otago","Orders","309"
"2021-03-31","Otago","Total","1240"
"2021-03-31","Otago and South/ Mid Canterbury","Sentences",""
"2021-03-31","Otago and South/ Mid Canterbury","Orders",""
"2021-03-31","Otago and South/ Mid Canterbury","Total",""
"2021-03-31","Southland/ Central Otago","Sentences","698"
"2021-03-31","Southland/ Central Otago","Orders","177"
"2021-03-31","Southland/ Central Otago","Total","875"
"2021-03-31","Southland and Central/ South Otago","Sentences",""
"2021-03-31","Southland and Central/ South Otago","Orders",""
"2021-03-31","Southland and Central/ South Otago","Total",""
"2021-03-31","Taitokerau","Sentences","1594"
"2021-03-31","Taitokerau","Orders","458"
"2021-03-31","Taitokerau","Total","2052"
"2021-03-31","Taupo/ Rotorua","Sentences","1361"
"2021-03-31","Taupo/ Rotorua","Orders","438"
"2021-03-31","Taupo/ Rotorua","Total","1799"
"2021-03-31","Waikato","Sentences","2978"
"2021-03-31","Waikato","Orders","782"
"2021-03-31","Waikato","Total","3760"
"2021-03-31","Wairarapa/ Manawatu","Sentences","1473"
"2021-03-31","Wairarapa/ Manawatu","Orders","398"
"2021-03-31","Wairarapa/ Manawatu","Total","1871"
"2021-03-31","Waitemata","Sentences","2360"
"2021-03-31","Waitemata","Orders","436"
"2021-03-31","Waitemata","Total","2796"
"2021-03-31","Wellington","Sentences","1835"
"2021-03-31","Wellington","Orders","407"
"2021-03-31","Wellington","Total","2242"
"2021-03-31","Whanganui/ Taranaki","Sentences","1340"
"2021-03-31","Whanganui/ Taranaki","Orders","341"
"2021-03-31","Whanganui/ Taranaki","Total","1681"
"2021-03-31","Other","Sentences",""
"2021-03-31","Other","Orders",""
"2021-03-31","Other","Total",""
"2021-03-31","Auckland Region","Sentences",""
"2021-03-31","Auckland Region","Orders",""
"2021-03-31","Auckland Region","Total",""
"2021-03-31","Bay of Plenty Region","Sentences",""
"2021-03-31","Bay of Plenty Region","Orders",""
"2021-03-31","Bay of Plenty Region","Total",""
"2021-03-31","Canterbury Region","Sentences",""
"2021-03-31","Canterbury Region","Orders",""
"2021-03-31","Canterbury Region","Total",""
"2021-03-31","East Coast Region","Sentences",""
"2021-03-31","East Coast Region","Orders",""
"2021-03-31","East Coast Region","Total",""
"2021-03-31","Manukau Region","Sentences",""
"2021-03-31","Manukau Region","Orders",""
"2021-03-31","Manukau Region","Total",""
"2021-03-31","Nelson / Marlborough / West Coast Region","Sentences",""
"2021-03-31","Nelson / Marlborough / West Coast Region","Orders",""
"2021-03-31","Nelson / Marlborough / West Coast Region","Total",""
"2021-03-31","Northland Region","Sentences",""
"2021-03-31","Northland Region","Orders",""
"2021-03-31","Northland Region","Total",""
"2021-03-31","Otago / Southland Region","Sentences",""
"2021-03-31","Otago / Southland Region","Orders",""
"2021-03-31","Otago / Southland Region","Total",""
"2021-03-31","Taranaki / Whanganui / Manawatu Region","Sentences",""
"2021-03-31","Taranaki / Whanganui / Manawatu Region","Orders",""
"2021-03-31","Taranaki / Whanganui / Manawatu Region","Total",""
"2021-03-31","Waikato Region","Sentences",""
"2021-03-31","Waikato Region","Orders",""
"2021-03-31","Waikato Region","Total",""
"2021-03-31","Wellington Region","Sentences",""
"2021-03-31","Wellington Region","Orders",""
"2021-03-31","Wellington Region","Total",""
"2021-06-30","Auckland","Sentences","2282"
"2021-06-30","Auckland","Orders","669"
"2021-06-30","Auckland","Total","2951"
"2021-06-30","Bay of Plenty","Sentences","1713"
"2021-06-30","Bay of Plenty","Orders","369"
"2021-06-30","Bay of Plenty","Total","2082"
"2021-06-30","Canterbury","Sentences","2767"
"2021-06-30","Canterbury","Orders","687"
"2021-06-30","Canterbury","Total","3454"
"2021-06-30","East Coast","Sentences","1962"
"2021-06-30","East Coast","Orders","467"
"2021-06-30","East Coast","Total","2429"
"2021-06-30","Manukau","Sentences","3463"
"2021-06-30","Manukau","Orders","829"
"2021-06-30","Manukau","Total","4292"
"2021-06-30","Nelson/ West Coast","Sentences","1172"
"2021-06-30","Nelson/ West Coast","Orders","161"
"2021-06-30","Nelson/ West Coast","Total","1333"
"2021-06-30","Otago","Sentences","927"
"2021-06-30","Otago","Orders","318"
"2021-06-30","Otago","Total","1245"
"2021-06-30","Otago and South/ Mid Canterbury","Sentences",""
"2021-06-30","Otago and South/ Mid Canterbury","Orders",""
"2021-06-30","Otago and South/ Mid Canterbury","Total",""
"2021-06-30","Southland/ Central Otago","Sentences","733"
"2021-06-30","Southland/ Central Otago","Orders","169"
"2021-06-30","Southland/ Central Otago","Total","902"
"2021-06-30","Southland and Central/ South Otago","Sentences",""
"2021-06-30","Southland and Central/ South Otago","Orders",""
"2021-06-30","Southland and Central/ South Otago","Total",""
"2021-06-30","Taitokerau","Sentences","1694"
"2021-06-30","Taitokerau","Orders","430"
"2021-06-30","Taitokerau","Total","2124"
"2021-06-30","Taupo/ Rotorua","Sentences","1447"
"2021-06-30","Taupo/ Rotorua","Orders","456"
"2021-06-30","Taupo/ Rotorua","Total","1903"
"2021-06-30","Waikato","Sentences","2871"
"2021-06-30","Waikato","Orders","765"
"2021-06-30","Waikato","Total","3636"
"2021-06-30","Wairarapa/ Manawatu","Sentences","1471"
"2021-06-30","Wairarapa/ Manawatu","Orders","409"
